"strain"	"isolate"	"genbank_title"	"length"	"country"	"host"	"date"
"KR559497.1"		"Chikungunya virus strain WHCHK28, complete genome"	12010			2014-06-01
"KR559498.1"		"Chikungunya virus strain WHCHK29, complete genome"	12011	"Dominican Republic"		2014-03-01
"KR264949.1"	"PR-S4"	"Chikungunya virus isolate PR-S4, complete genome"	12014	"USA"	"Homo sapiens"	2014-07-15
"KR264950.1"	"PR-S5"	"Chikungunya virus isolate PR-S5, partial genome"	11449	"USA"	"Homo sapiens"	2014-07-16
"KR264951.1"	"PR-S6"	"Chikungunya virus isolate PR-S6, complete genome"	12014	"USA"	"Homo sapiens"	2014-08-14
"KP164869.1"	25	"Chikungunya virus isolate 025, complete genome"	11811	"Thailand"		2009-01-01
"KP164567.1"	"AMA2798/H804298"	"Chikungunya virus isolate AMA2798/H804298, complete genome"	11715	"Brazil"	"Homo sapiens"	2014-08-28
"KP164568.1"	"BHI3734/H804698"	"Chikungunya virus isolate BHI3734/H804698, complete genome"	11812	"Brazil"	"Homo sapiens"	2014-08-26
"KP164569.1"	"BHI3741/H804705"	"Chikungunya virus isolate BHI3741/H804705, complete genome"	11816	"Brazil"	"Homo sapiens"	2014-08-28
"KP164570.1"	"BHI3745/H804709"	"Chikungunya virus isolate BHI3745/H804709, complete genome"	11678	"Brazil"	"Homo sapiens"	2014-03-09
"KP164571.1"	"PER160/H803609"	"Chikungunya virus isolate PER160/H803609, complete genome"	12189	"Brazil"	"Homo sapiens"	2014-03-07
"KP164572.1"	"TR206/H804187"	"Chikungunya virus isolate TR206/H804187, complete genome"	12053	"Brazil"	"Homo sapiens"	2014-08-21
"KP851709.1"	"InDRE 51CHIK"	"Chikungunya virus isolate InDRE 51CHIK, complete genome"	11989	"Mexico"	"Homo sapiens"	2014-10-15
"KP851710.1"	"InDRE 4CHIK"	"Chikungunya virus isolate InDRE 4CHIK, complete genome"	11991	"Mexico"	"Homo sapiens"	2014-05-30
"KF151174.1"		"Chikungunya virus strain Myanmar/D47/2009 nonstructural polyprotein and structural polyprotein genes, complete cds"	11792	"Myanmar"	"Homo sapiens"	2009-07-13
"KF151175.1"		"Chikungunya virus strain Myanmar/D136/2009 nonstructural polyprotein and structural polyprotein genes, complete cds"	11792	"Myanmar"	"Homo sapiens"	2009-11-12
"KJ689452.1"		"Chikungunya virus strain Yap 13-2039, complete genome"	12042	"Micronesia"	"Aedes aegypti"	2013-11-01
"KJ689453.1"		"Chikungunya virus strain Yap 13-2148, complete genome"	12041	"Micronesia"	"Aedes hensilli"	2013-11-01
"KM923917.1"		"Chikungunya virus strain M125, complete genome"	11837	"Malaysia"	"Macaca fascicularis"	2007-09-03
"KM923918.1"		"Chikungunya virus strain M127, complete genome"	11837	"Malaysia"	"Macaca fascicularis"	2007-09-03
"KM923919.1"		"Chikungunya virus strain M128, complete genome"	11837	"Malaysia"	"Macaca fascicularis"	2007-09-03
"KM923920.1"		"Chikungunya virus strain M129, complete genome"	11837	"Malaysia"	"Macaca fascicularis"	2007-09-03
"KP003807.1"		"Chikungunya virus strain OPY6, complete genome"	11562	"France"	"Homo sapiens"	2006-01-01
"KP003808.1"		"Chikungunya virus strain MADOPY1, complete genome"	11562	"Madagascar"	"Homo sapiens"	2006-01-01
"KP003809.1"		"Chikungunya virus strain OPY4, complete genome"	11791	"Mayotte"	"Homo sapiens"	2006-01-01
"KP003810.1"		"Chikungunya virus strain StVE, complete genome"	11562	"Italy"	"Homo sapiens"	2007-01-01
"KP003811.1"		"Chikungunya virus strain StBI, complete genome"	11562	"Italy"	"Homo sapiens"	2007-01-01
"KP003812.1"		"Chikungunya virus strain GABOPY1, complete genome"	11561	"Gabon"	"Homo sapiens"	2007-01-01
"KP003813.2"		"Chikungunya virus strain BRAZZA_MRS1, partial genome"	11268	"Republic of the Congo"	"Homo sapiens"	2011-01-01
"KC614648.1"	"Yem-11"	"Chikungunya virus isolate Yem-11, complete sequence"	11778	"Yemen"	"Aedes aegypti"	2011-01-25
"KM673291.1"	"DH130003"	"Chikungunya virus isolate DH130003, complete genome"	11979	"Indonesia"	"Homo sapiens"	2013-01-01
"KJ579184.1"	"BK46"	"Chikungunya virus isolate BK46 nonstructural polyprotein and structrual polyprotein genes, complete cds"	11717	"Thailand"	"Homo sapiens"	2013-10-14
"KJ579185.1"	"BK57"	"Chikungunya virus isolate BK57 nonstructural polyprotein and structural polyprotein genes, complete cds"	11717	"Thailand"	"Homo sapiens"	2013-10-14
"KJ579186.1"	"BK63"	"Chikungunya virus isolate BK63 nonstructural polyprotein and structural polyprotein genes, complete cds"	11717	"Thailand"	"Homo sapiens"	2013-10-14
"KJ579187.1"	"BK68"	"Chikungunya virus isolate BK68 nonstructural polyprotein and structural polyprotein genes, complete cds"	11717	"Thailand"	"Homo sapiens"	2013-10-14
"KF590564.1"		"Chikungunya virus strain 10Mdy7, complete genome"	11695	"Myanmar"	"Homo sapiens"	2010-01-01
"KF590565.1"		"Chikungunya virus strain 10Mdy20, complete genome"	11722	"Myanmar"	"Homo sapiens"	2010-01-01
"KF590566.1"		"Chikungunya virus strain 10Mdy30, complete genome"	11730	"Myanmar"	"Homo sapiens"	2010-01-01
"KF590567.1"		"Chikungunya virus strain 10Mdy105, complete genome"	12530	"Myanmar"	"Homo sapiens"	2010-01-01
"KJ941050.1"		"Chikungunya virus strain R91064, partial genome"	11659	"USA"	"Homo sapiens"	2006-01-01
"KJ679577.1"	"CHIKV_STMWG01"	"Chikungunya virus isolate CHIKV_STMWG01, complete genome"	11567	"India"	"Homo sapiens"	2011-12-09
"KJ679578.1"	"CHIKV_STMWG02"	"Chikungunya virus isolate CHIKV_STMWG02, complete genome"	11567	"India"	"Homo sapiens"	2011-12-21
"KJ796844.1"		"Chikungunya virus strain RGCB730/09, complete genome"	11764	"India"		2009-04-08
"KJ796845.1"		"Chikungunya virus strain RGCB729/09, complete genome"	11764	"India"		2009-04-08
"KJ796846.1"		"Chikungunya virus strain RGCB755/09, complete genome"	11764	"India"		2009-08-18
"KJ796847.1"		"Chikungunya virus strain Thailand-2009_CK650, complete genome"	11784	"Thailand"		2009-05-03
"KJ796848.1"		"Chikungunya virus strain Thailand-2008_CK80, complete genome"	11789	"Thailand"		2008-06-11
"KJ796849.1"		"Chikungunya virus strain Thailand-2008_CK233, complete genome"	11779	"Thailand"		2008-12-23
"KJ796850.1"		"Chikungunya virus strain Thailand-2009_CK11/53, complete genome"	11778	"Thailand"		2009-09-16
"KJ796851.1"		"Chikungunya virus strain Thailand-2009_CK257, complete genome"	11776	"Thailand"		2008-01-12
"KJ796852.1"		"Chikungunya virus strain Thailand-2009_CK539, complete genome"	11777	"Thailand"		2009-12-02
"KJ451622.1"		"Chikungunya virus strain 3807, complete genome"	12014	"Micronesia"	"Homo sapiens"	2013-10-01
"KJ451623.1"		"Chikungunya virus strain 3462, complete genome"	12014	"Micronesia"	"Homo sapiens"	2013-10-01
"KJ451624.1"		"Chikungunya virus strain 99659, complete genome"	12011	"British Virgin Islands"	"Homo sapiens"	2014-01-01
"KF872195.1"		"Chikungunya virus strain LEIV-CHIKV/Moscow/1/2013 nonstructural polyprotein and structural polyprotein genes, complete cds"	11969	"Russia"	"Homo sapiens"	2013-09-24
"KF283986.1"	"L2"	"Chikungunya virus isolate L2 nonstructural polyprotein and structural polyprotein genes, complete cds"	11537	"Comoros"	"Homo sapiens"	2005-01-01
"AB860301.3"	"CHIKV-13-112A"	"Chikungunya virus genes for nonstructural protein, structural protein, complete cds, isolate: CHIKV-13-112A"	11933	"Philippines"	"Homo sapiens"	2013-01-01
"KF318729.1"	"chik-sy"	"Chikungunya virus isolate chik-sy, complete genome"	12017	"China"	"Homo sapiens"	2012-06-07
"KC862329.1"	"NL10/152"	"Chikungunya virus isolate NL10/152, complete genome"	11836	"Indonesia"	"Homo sapiens"	2010-01-01
"KC488650.1"		"Chikungunya virus strain CHIKV-JC2012 nonstructural polyprotein and structural polyprotein genes, complete cds"	11889	"China"	"Homo sapiens"	2012-01-01
"JN558834.1"	"SVUCTR-09"	"Chikungunya virus isolate SVUCTR-09, complete genome"	11733	"India"	"Homo sapiens"	2009-01-01
"JN558835.1"	"SVUKDP-08"	"Chikungunya virus isolate SVUKDP-08, complete genome"	11733	"India"	"Homo sapiens"	2008-01-01
"JN558836.1"	"SVUKDP-09"	"Chikungunya virus isolate SVUKDP-09, complete genome"	11733	"India"	"Homo sapiens"	2009-01-01
"HE806461.1"		"Chikungunya virus complete genome, strain NC/2011-568"	11621	"New Caledonia"	"Homo sapiens"	2011-02-28
"FR717336.1"	"IMTSSA6424S"	"Chikungunya virus complete genome, isolate IMTSSA6424S"	11559	"France"	"Homo sapiens"	2005-12-26
"FR717337.1"	"IMTSSA6424C"	"Chikungunya virus complete genome, isolate IMTSSA6424C"	11559	"France"	"Homo sapiens"	2005-12-26
"JX088705.1"		"Chikungunya virus strain GD05/2010, complete genome"	11811	"China"	"Homo sapiens"	2010-01-01
"JQ861253.1"	"V1024306_KH11_PVH"	"Chikungunya virus isolate V1024306_KH11_PVH nonstructural polyprotein and structural polyprotein genes, complete cds"	11745	"Cambodia"	"Homo sapiens"	2011-08-16
"JQ861254.1"	"V1024308_KH11_PVH"	"Chikungunya virus isolate V1024308_KH11_PVH nonstructural polyprotein and structural polyprotein genes, complete cds"	11750	"Cambodia"	"Homo sapiens"	2011-08-16
"JQ861255.1"	"V1024310_KH11_PVH"	"Chikungunya virus isolate V1024310_KH11_PVH nonstructural polyprotein and structural polyprotein genes, complete cds"	11736	"Cambodia"	"Homo sapiens"	2011-08-16
"JQ861256.1"	"V1024311_KH11_PVH"	"Chikungunya virus isolate V1024311_KH11_PVH nonstructural polyprotein and structural polyprotein genes, complete cds"	11754	"Cambodia"	"Homo sapiens"	2011-08-16
"JQ861257.1"	"V1024313_KH11_PVH"	"Chikungunya virus isolate V1024313_KH11_PVH nonstructural polyprotein and structural polyprotein genes, complete cds"	11755	"Cambodia"	"Homo sapiens"	2011-08-16
"JQ861258.1"	"V1024314_KH11_PVH"	"Chikungunya virus isolate V1024314_KH11_PVH nonstructural polyprotein and structural polyprotein genes, complete cds"	11733	"Cambodia"	"Homo sapiens"	2011-08-16
"JQ861260.1"	"V0603310_KH11_BTB"	"Chikungunya virus isolate V0603310_KH11_BTB nonstructural polyprotein and structural polyprotein genes, complete cds"	11743	"Cambodia"	"Homo sapiens"	2011-05-28
"JQ065890.1"	"GZ0991"	"Chikungunya virus isolate GZ0991 nonstructural polyprotein and structural polyprotein genes, complete cds"	11684	"China"	"Homo sapiens"	2010-10-01
"JQ065891.1"	"GZ1029"	"Chikungunya virus isolate GZ1029 nonstructural polyprotein and structural polyprotein genes, complete cds"	11687	"China"	"Homo sapiens"	2010-10-01
"HQ846356.1"	"GD115"	"Chikungunya virus isolate GD115 nonstructural polyprotein and structural polyprotein genes, complete cds"	11746	"China"	"Homo sapiens"	2010-10-01
"HQ846357.1"	"GD113"	"Chikungunya virus isolate GD113 nonstructural polyprotein and structural polyprotein genes, complete cds"	11720	"China"	"Homo sapiens"	2010-10-01
"HQ846358.1"	"GD139"	"Chikungunya virus isolate GD139 nonstructural polyprotein and structural polyprotein genes, complete cds"	11730	"China"	"Homo sapiens"	2010-10-01
"HQ846359.1"	"GD134"	"Chikungunya virus isolate GD134 nonstructural polyprotein and structural polyprotein genes, complete cds"	11725	"China"	"Homo sapiens"	2010-10-01
"JF274082.1"	"IND-06-Guj"	"Chikungunya virus isolate IND-06-Guj, complete genome"	11829	"India"	"Homo sapiens"	2006-09-27
"GU301779.1"	"CU-Chik009"	"Chikungunya virus isolate CU-Chik009, complete genome"	11811	"Thailand"	"Homo sapiens"	2009-04-09
"GU301780.1"	"CU-Chik10"	"Chikungunya virus isolate CU-Chik10, complete genome"	11811	"Thailand"	"Homo sapiens"	2008-10-21
"GU301781.1"	"CU-Chik683"	"Chikungunya virus isolate CU-Chik683, complete genome"	11811	"Thailand"	"Homo sapiens"	2009-07-27
"GU908223.1"	"CU-Chik_OBF"	"Chikungunya virus isolate CU-Chik_OBF, complete genome"	11670	"Thailand"	"Aedes albopictus"	2009-08-14
"GQ905863.1"		"Chikungunya virus strain CU-Chik661, complete genome"	11752	"Thailand"	"Homo sapiens"	2009-05-25
"HM045784.1"		"Chikungunya virus strain DakAr B 16878, complete genome"	11772	"Central African Republic"	"Anopheles funestus"	1984-11-19
"HM045785.1"		"Chikungunya virus strain PM2951, complete genome"	11844	"Senegal"	"Aedes aegypti"	1966-11-01
"HM045786.1"		"Chikungunya virus strain IbH35, complete genome"	11844	"Nigeria"	"Homo sapiens"	1964-07-07
"HM045787.1"		"Chikungunya virus strain SV0444-95, complete genome"	11968	"Thailand"	"Homo sapiens"	1995-01-01
"HM045788.1"		"Chikungunya virus strain PO731460, complete genome"	11988	"India"	"Homo sapiens"	1973-01-01
"HM045789.1"		"Chikungunya virus strain 6441-88, complete genome"	11855	"Thailand"	"Homo sapiens"	1988-01-01
"HM045790.1"		"Chikungunya virus strain PhH15483, complete genome"	11907	"Philippines"	"Homo sapiens"	1985-07-17
"HM045791.1"		"Chikungunya virus strain JKT23574, complete genome"	11992	"Indonesia"	"Homo sapiens"	1983-01-01
"HM045792.1"		"Chikungunya virus strain 'Vereeniging', complete genome"	11836	"South Africa"	"Homo sapiens"	1956-04-01
"HM045794.1"		"Chikungunya virus strain DHS4263-Calif AB, complete genome"	11774	"USA"	"Homo sapiens"	2006-01-01
"HM045795.1"		"Chikungunya virus strain SAH2123, complete genome"	11693	"South Africa"	"Homo sapiens"	1976-01-01
"HM045796.1"		"Chikungunya virus strain CO392-95, complete genome"	11979	"Thailand"	"Homo sapiens"	1995-01-01
"HM045797.1"		"Chikungunya virus strain RSU1, complete genome"	11979	"Indonesia"	"Homo sapiens"	1985-01-01
"HM045798.1"		"Chikungunya virus strain SH2830, complete genome"	11832	"Senegal"	"Homo sapiens"	1966-11-01
"HM045799.1"		"Chikungunya virus strain SL-CR 3, complete genome"	11758	"Sri Lanka"	"Homo sapiens"	2007-01-01
"HM045800.1"		"Chikungunya virus strain Hu/85/NR/001, complete genome"	11897	"Philippines"	"Homo sapiens"	1985-01-01
"HM045801.1"		"Chikungunya virus strain SL-CK1, complete genome"	11766	"Sri Lanka"	"Homo sapiens"	2007-01-01
"HM045803.1"		"Chikungunya virus strain I-634029, complete genome"	11897	"India"	"Homo sapiens"	1963-06-11
"HM045805.1"		"Chikungunya virus strain AR 18211, complete genome"	11686	"South Africa"	"Aedes furcifer"	1976-01-01
"HM045806.1"		"Chikungunya virus strain ALSA-1, complete genome"	11768	"India"	"Aedes albopictus"	1986-01-01
"HM045807.1"		"Chikungunya virus strain IbAn4824, complete genome"	11843	"Nigeria"	"Mus"	1965-04-13
"HM045808.1"		"Chikungunya virus strain 3412-78, complete genome"	11968	"Thailand"	"Homo sapiens"	1978-01-01
"HM045809.1"		"Chikungunya virus strain LSFS, complete genome"	11753	"Democratic Republic of the Congo"	"Homo sapiens"	1960-01-01
"HM045810.1"		"Chikungunya virus strain TH35, complete genome"	11986	"Thailand"	"Homo sapiens"	1958-01-01
"HM045811.1"		"Chikungunya virus strain Ross low-psg, complete genome"	11775	"Tanzania"	"Homo sapiens"	1953-02-22
"HM045812.1"		"Chikungunya virus strain UgAg4155, complete genome"	11774	"Uganda"	"Homo sapiens"	1982-01-01
"HM045813.1"		"Chikungunya virus strain Gibbs 63-263, complete genome"	11976	"India"	"Homo sapiens"	1963-06-11
"HM045814.1"		"Chikungunya virus strain 1455-75, complete genome"	11939	"Thailand"	"Homo sapiens"	1975-01-01
"HM045815.1"		"Chikungunya virus strain ArD 30237, complete genome"	11823	"Senegal"	"Aedes luteocephalus"	1979-02-01
"HM045816.1"		"Chikungunya virus strain SH 3013, complete genome"	11823	"Senegal"	"Homo sapiens"	1966-11-23
"HM045817.1"		"Chikungunya virus strain HD 180760, complete genome"	11832	"Senegal"	"Homo sapiens"	2005-11-01
"HM045818.1"		"Chikungunya virus strain ArA 2657, complete genome"	11823	"Cote d'Ivoire"	"Aedes luteocephalus"	1981-09-01
"HM045819.1"		"Chikungunya virus strain ArD 93229, complete genome"	11860	"Senegal"	"Aedes dalzieli"	1993-02-01
"HM045820.1"		"Chikungunya virus strain ArA 30548, complete genome"	11817	"Cote d'Ivoire"	"Aedes africanus"	1993-12-01
"HM045821.1"		"Chikungunya virus strain A301, complete genome"	11823	"Senegal"	"Chiroptera"	1963-03-20
"HM045822.1"		"Chikungunya virus strain HB78, complete genome"	11753	"Central African Republic"	"Homo sapiens"	1978-10-01
"HM045823.1"		"Chikungunya virus strain Angola M2022, complete genome"	11754	"Angola"		1962-01-01
"GU199350.1"		"Chikungunya virus strain FD080008, complete genome"	11687	"China"	"Homo sapiens"	2008-01-01
"GU199351.1"		"Chikungunya virus strain SD08Pan, complete genome"	11793	"China"	"Homo sapiens"	2008-01-01
"GU199352.1"		"Chikungunya virus strain FD080178, complete genome"	11677	"China"	"Homo sapiens"	2008-01-01
"GU199353.1"		"Chikungunya virus strain FD080231, complete genome"	11687	"China"	"Homo sapiens"	2008-01-01
"GU013528.2"	"LK(PB)chik3408"	"Chikungunya virus isolate LK(PB)chik3408, complete sequence"	11715	"Sri Lanka"	"Homo sapiens"	2008-03-01
"GU013529.2"	"LK(PB)chik6008"	"Chikungunya virus isolate LK(PB)chik6008, complete sequence"	11718	"Sri Lanka"	"Homo sapiens"	2008-03-01
"GU013530.2"	"LK(EH)chik19708"	"Chikungunya virus isolate LK(EH)chik19708, complete sequence"	11714	"Sri Lanka"	"Homo sapiens"	2008-04-01
"GU189061.1"		"Chikungunya virus strain SL15649, complete genome"	11838	"Sri Lanka"	"Homo sapiens"	2006-01-01
"FJ513628.1"	"LK(PB)CH1008"	"Chikungunya virus isolate LK(PB)CH1008, complete genome"	11722	"Sri Lanka"	"Homo sapiens"	2008-03-01
"FJ513629.1"	"LK(PB)CH1608"	"Chikungunya virus isolate LK(PB)CH1608, complete genome"	11716	"Sri Lanka"	"Homo sapiens"	2008-03-01
"FJ513632.1"	"LK(PB)CH3008"	"Chikungunya virus isolate LK(PB)CH3008, complete genome"	11693	"Sri Lanka"	"Homo sapiens"	2008-03-01
"FJ513635.1"	"LK(PB)CH5308"	"Chikungunya virus isolate LK(PB)CH5308, complete genome"	11726	"Sri Lanka"	"Homo sapiens"	2008-03-01
"FJ513637.1"	"LK(PB)CH5808"	"Chikungunya virus isolate LK(PB)CH5808, complete genome"	11710	"Sri Lanka"	"Homo sapiens"	2008-03-01
"FJ513645.1"	"LK(EH)CH4408"	"Chikungunya virus isolate LK(EH)CH4408, complete genome"	11714	"Sri Lanka"	"Homo sapiens"	2008-04-01
"FJ513654.1"	"LK(EH)CH6708"	"Chikungunya virus isolate LK(EH)CH6708, complete genome"	11717	"Sri Lanka"	"Homo sapiens"	2008-04-01
"FJ513657.1"	"LK(EH)CH7708"	"Chikungunya virus isolate LK(EH)CH7708, complete genome"	11696	"Sri Lanka"	"Homo sapiens"	2008-04-01
"FJ513673.1"	"LK(EH)CH17708"	"Chikungunya virus isolate LK(EH)CH17708, complete genome"	11710	"Sri Lanka"	"Homo sapiens"	2008-04-01
"FJ513675.1"	"LK(EH)CH18608"	"Chikungunya virus isolate LK(EH)CH18608, complete genome"	11716	"Sri Lanka"	"Homo sapiens"	2008-04-01
"FJ513679.1"	"LK(EH)CH20108"	"Chikungunya virus isolate LK(EH)CH20108, complete genome"	11717	"Sri Lanka"	"Homo sapiens"	2008-04-01
"FJ000062.1"	"IND-GJ52"	"Chikungunya virus isolate IND-GJ52, complete genome"	11812	"India"	"Homo sapiens"	2006-09-01
"FJ000063.1"	"IND-KA52"	"Chikungunya virus isolate IND-KA52, complete genome"	11812	"India"	"Homo sapiens"	2006-10-01
"FJ000064.1"	"IND-GJ51"	"Chikungunya virus isolate IND-GJ51, complete genome"	11807	"India"	"Homo sapiens"	2006-09-01
"FJ000065.1"	"IND-GJ53"	"Chikungunya virus isolate IND-GJ53, complete genome"	11813	"India"	"Homo sapiens"	2006-09-01
"FJ000066.1"	"IND-KR51"	"Chikungunya virus isolate IND-KR51, complete genome"	11812	"India"	"Homo sapiens"	2006-09-01
"FJ000067.1"	"IND-MH51"	"Chikungunya virus isolate IND-MH51, complete genome"	11812	"India"	"Homo sapiens"	2006-08-01
"FJ000068.1"	"IND-KA51"	"Chikungunya virus isolate IND-KA51, complete genome"	11812	"India"	"Homo sapiens"	2006-08-01
"FJ000069.1"	"IND-KR52"	"Chikungunya virus isolate IND-KR52, complete genome"	11812	"India"	"Homo sapiens"	2007-06-01
"FJ807896.1"		"Chikungunya virus strain 0611aTw, complete genome"	11811	"Singapore"	"Homo sapiens"	2006-01-01
"FJ807897.1"		"Chikungunya virus strain 0706aTw, complete genome"	12013	"Indonesia"	"Homo sapiens"	2007-01-01
"FJ807898.1"		"Chikungunya virus strain 0810aTw, complete genome"	11811	"Bangladesh"	"Homo sapiens"	2008-01-01
"FJ807899.1"		"Chikungunya virus strain 0810bTw, complete genome"	11811	"Malaysia"	"Homo sapiens"	2008-01-01
"GQ428210.1"		"Chikungunya virus strain RGCB03/KL06, complete genome"	11764	"India"	"Homo sapiens"	2006-07-10
"GQ428211.1"		"Chikungunya virus strain RGCB05/KL06, complete genome"	11764	"India"	"Homo sapiens"	2006-07-10
"GQ428212.1"		"Chikungunya virus strain RGCB80/KL07, complete genome"	11764	"India"	"Homo sapiens"	2007-12-07
"GQ428213.1"		"Chikungunya virus strain RGCB120/KL07, complete genome"	11764	"India"	"Homo sapiens"	2007-07-13
"GQ428214.1"		"Chikungunya virus strain RGCB355/KL08, complete genome"	11764	"India"	"Homo sapiens"	2008-06-29
"GQ428215.1"		"Chikungunya virus strain RGCB356/KL08, complete genome"	11764	"India"	"Homo sapiens"	2008-05-29
"FJ959103.1"		"Chikungunya virus strain BNI-CHIKV_899, complete genome"	11832	"Mauritius"	"Homo sapiens"	2006-01-01
"FN295483.3"	"MY/06/37348"	"Chikungunya virus complete genome, isolate MY/06/37348, genomic RNA"	11612	"Malaysia"	"Homo sapiens"	2006-03-01
